,paper_id,all_content,only_nouns,keywords,all_content_sentences
415,1510,"['estim', 'gradient', 'solut', 'adjoint', 'diffus', 'equat', 'mont', 'carlo', 'method', 'case', 'isotrop', 'diffus', 'consid', 'represent', 'weight', 'concentr', 'trajectori', 'space', 'deriv', 'form', 'integr', 'weight', 'solut', 'correspond', 'boundari', 'valu', 'problem', 'direct', 'deriv', 'convect', 'veloc', 'convect', 'veloc', 'domain', 'boundari', 'degener', 'addit', 'condit', 'impos', 'represent', 'allow', 'construct', 'effici', 'random', 'walk', 'sphere', 'ball', 'algorithm', 'condit', 'violat', 'transit', 'model', 'diffus', 'trajectori', 'euler', 'scheme', 'realiz', 'direct', 'deriv', 'veloc', 'estim', 'depend', 'test', 'method', 'use', 'parallel', 'model', 'close', 'space', 'diffus', 'trajectori', 'succeed', 'justifi', 'method', 'statist', 'equival', 'transit', 'model', 'singl', 'trajectori', 'step', 'euler', 'scheme', 'use', 'suitabl', 'weight', 'weight', 'admit', 'direct', 'differenti', 'respect', 'initi', 'coordin', 'given', 'direct', 'result', 'weight', 'algorithm', 'calcul', 'concentr', 'deriv', 'especi', 'effici', 'initi', 'point', 'subdomain', 'coeffici', 'diffus', 'equat', 'constant']","['estim', 'gradient', 'solut', 'adjoint', 'diffus', 'equat', 'mont', 'carlo', 'method', 'case', 'isotrop', 'diffus', 'represent', 'concentr', 'trajectori', 'space', 'deriv', 'integr', 'weight', 'solut', 'boundari', 'valu', 'problem', 'direct', 'deriv', 'convect', 'veloc', 'convect', 'veloc', 'boundari', 'addit', 'condit', 'represent', 'construct', 'effici', 'random', 'walk', 'ball', 'algorithm', 'condit', 'transit', 'diffus', 'trajectori', 'scheme', 'direct', 'deriv', 'veloc', 'depend', 'method', 'parallel', 'diffus', 'trajectori', 'method', 'equival', 'transit', 'singl', 'trajectori', 'step', 'scheme', 'suitabl', 'weight', 'weight', 'admit', 'direct', 'differenti', 'respect', 'initi', 'coordin', 'direct', 'weight', 'algorithm', 'concentr', 'deriv', 'effici', 'initi', 'point', 'subdomain', 'coeffici', 'diffus', 'equat', 'constant']","['walk', 'equival', 'boundari', 'model', 'problem', 'weight', 'direct', 'convect', 'ball', 'close', 'trajectori', 'method', 'equat', 'diffus', 'statist', 'mont', 'domain', 'algorithm', 'transit', 'weight', 'depend', 'initi', 'deriv', 'random', 'euler', 'test', 'trajectori', 'deriv', 'carlo', 'valu', 'space', 'space', 'adjoint', 'differenti', 'coordin', 'isotrop', 'concentr', 'sphere', 'parallel', 'gradient', 'scheme', 'integr', 'veloc', 'estim', 'direct']","estimation of the gradient of the solution of an adjoint diffusion equation by the monte carlo method for the case of isotropic diffusion we consider the representation of the weighted concentration of trajectories and its space derivatives in the form of integrals with some weights of the solution to the corresponding boundary value problem and its directional derivative of a convective velocity
if the convective velocity at the domain boundary is degenerate and some other additional conditions are imposed this representation allows us to construct an efficient random walk by spheres and balls algorithm
when these conditions are violated transition to modelling the diffusion trajectories by the euler scheme is realized and the directional derivative of velocity is estimated by the dependent testing method using the parallel modelling of two closely spaced diffusion trajectories
we succeeded in justifying this method by statistically equivalent transition to modelling a single trajectory after the first step in the euler scheme using a suitable weight
this weight also admits direct differentiation with respect to the initial coordinate along a given direction
the resulting weight algorithm for calculating concentration derivatives is especially efficient if the initial point is in the subdomain in which the coefficients of the diffusion equation are constant"
416,1637,"['best', 'practic', 'open', 'access', 'busi', 'publish', 'journal', 'transit', 'know', 'exactli', 'work', 'futur', 'everybodi', 'know', 'electron', 'publish', 'revolut', 'ensur', 'won', 'work', 'doe', 'knowledg', 'provok', 'grow', 'sens', 'nervou', 'anticip', 'concern', 'edgi', 'threaten', 'potenti', 'chang', 'busi', 'excit', 'prospect', 'chang', 'opportun', 'paper', 'discuss', 'open', 'publish', 'model', 'dissemin', 'research']","['best', 'practic', 'open', 'access', 'busi', 'publish', 'journal', 'transit', 'work', 'futur', 'everybodi', 'electron', 'publish', 'revolut', 'work', 'sens', 'nervou', 'anticip', 'potenti', 'chang', 'busi', 'prospect', 'chang', 'opportun', 'paper', 'open', 'model', 'dissemin', 'research']","['busi', 'publish', 'dissemin', 'journal', 'electron', 'research', 'open', 'model', 'access']","what s best practice for open access
the business of publishing journals is in transition
nobody knows exactly how it will work in the future but everybody knows that the electronic publishing revolution will ensure it won t work as it does now
this knowledge has provoked a growing sense of nervous anticipation among those concerned some edgy and threatened by potential changes to their business others excited by the prospect of change and opportunity
the paper discusses the open publishing model for dissemination of research"
417,1707,"['tactic', 'airborn', 'reconnaiss', 'goe', 'dual', 'band', 'multispectr', 'imag', 'technolog', 'satisfi', 'need', 'persist', 'look', 'battlefield', 'highlight', 'need', 'persist', 'monitor', 'battlefield', 'determin', 'exactli', 'exampl', 'infrar', 'imag', 'use', 'expos', 'fuel', 'statu', 'aircraft', 'runway', 'daytim', 'visibl', 'spectrum', 'imag', 'aircraft', 'offer', 'inform', 'extern', 'detail', 'plane', 'mark', 'paint', 'scheme', 'dual', 'band', 'camera', 'enabl', 'precis', 'imag', 'registr', 'fusion', 'frequent', 'yield', 'inform', 'possibl', 'evalu', 'imag', 'separ']","['tactic', 'airborn', 'reconnaiss', 'dual', 'band', 'multispectr', 'imag', 'technolog', 'need', 'persist', 'look', 'battlefield', 'determin', 'exampl', 'expos', 'fuel', 'statu', 'aircraft', 'runway', 'daytim', 'visibl', 'spectrum', 'imag', 'aircraft', 'offer', 'inform', 'extern', 'detail', 'mark', 'scheme', 'dual', 'band', 'camera', 'precis', 'imag', 'registr', 'fusion', 'inform', 'possibl', 'evalu', 'imag']","['airborn', 'imag', 'statu', 'multispectr', 'fusion', 'visibl', 'dual', 'reconnaiss', 'infrar', 'technolog', 'registr', 'imag', 'precis', 'spectrum', 'tactic', 'daytim', 'camera', 'band', 'sensor', 'aircraft', 'fuel', 'battlefield']","tactical airborne reconnaissance goes dual band and beyond multispectral imaging technologies are satisfying the need for a persistent look at the battlefield
we highlight the need to persistently monitor a battlefield to determine exactly who and what is there
for example infrared imaging can be used to expose the fuel status of an aircraft on the runway
a daytime visible spectrum image of the same aircraft would offer information about external details such as the plane s markings and paint scheme
a dual band camera enables precision image registration by fusion and frequently yields more information than is possible by evaluating the images separately"
418,1593,"['singl', 'multi', 'interv', 'legendr', 'tau', 'method', 'time', 'parabol', 'equat', 'paper', 'parabol', 'equat', 'period', 'boundari', 'condit', 'model', 'present', 'spectral', 'method', 'fourier', 'approxim', 'spatial', 'singl', 'multi', 'interv', 'legendr', 'petrov', 'galerkin', 'method', 'time', 'singl', 'interv', 'spectral', 'method', 'time', 'obtain', 'optim', 'error', 'estim', 'sup', 'norm', 'multi', 'interv', 'spectral', 'method', 'time', 'sup', 'optim', 'error', 'estim', 'valid', 'spatial', 'numer', 'result', 'effici', 'method']","['singl', 'multi', 'interv', 'legendr', 'method', 'time', 'parabol', 'equat', 'paper', 'parabol', 'equat', 'period', 'boundari', 'condit', 'present', 'spectral', 'method', 'fourier', 'approxim', 'spatial', 'singl', 'multi', 'interv', 'legendr', 'petrov', 'galerkin', 'method', 'time', 'singl', 'interv', 'spectral', 'method', 'time', 'optim', 'error', 'estim', 'sup', 'norm', 'multi', 'interv', 'spectral', 'method', 'time', 'sup', 'optim', 'error', 'estim', 'valid', 'spatial', 'numer', 'result', 'effici', 'method']","['interv', 'condit', 'boundari', 'petrov', 'approxim', 'method', 'equat', 'spectral', 'equat', 'decomposit', 'galerkin', 'period', 'analysi', 'parabol', 'fourier', 'differenti', 'partial', 'optim', 'error', 'legendr', 'estim']","single and multi interval legendre tau methods in time for parabolic equations in this paper we take the parabolic equation with periodic boundary conditions as a model to present a spectral method with the fourier approximation in spatial and single multi interval legendre petrov galerkin methods in time
for the single interval spectral method in time we obtain the optimal error estimate in l sup 2 norm
for the multi interval spectral method in time the l sup 2 optimal error estimate is valid in spatial
numerical results show the efficiency of the methods"
419,1767,"['bivari', 'fractal', 'interpol', 'function', 'rectangular', 'domain', 'non', 'tensor', 'product', 'bivari', 'fractal', 'interpol', 'function', 'defin', 'grid', 'rectangular', 'domain', 'construct', 'linear', 'space', 'consist', 'function', 'introduc', 'relev', 'lagrang', 'interpol', 'problem', 'discuss', 'neg', 'result', 'exist', 'affin', 'fractal', 'interpol', 'function', 'defin', 'domain', 'obtain']","['bivari', 'fractal', 'interpol', 'function', 'domain', 'non', 'tensor', 'product', 'bivari', 'fractal', 'interpol', 'function', 'grid', 'rectangular', 'domain', 'linear', 'space', 'function', 'relev', 'lagrang', 'interpol', 'problem', 'neg', 'result', 'exist', 'affin', 'fractal', 'interpol', 'function', 'domain']","['function', 'domain', 'affin', 'linear', 'lagrang', 'bivari', 'grid', 'problem', 'fractal', 'rectangular', 'space', 'interpol']","bivariate fractal interpolation functions on rectangular domains non tensor product bivariate fractal interpolation functions defined on gridded rectangular domains are constructed
linear spaces consisting of these functions are introduced
the relevant lagrange interpolation problem is discussed
a negative result about the existence of affine fractal interpolation functions defined on such domains is obtained"
420,1611,"['data', 'mine', 'busi', 'intellig', 'competit', 'advantag', 'organ', 'late', 'realiz', 'just', 'process', 'transact', 'inform', 'faster', 'effici', 'longer', 'provid', 'competit', 'advantag', 'vi', 'vi', 'competitor', 'achiev', 'busi', 'excel', 'inform', 'technolog', 'tool', 'orient', 'knowledg', 'process', 'provid', 'edg', 'organ', 'need', 'surviv', 'thrive', 'current', 'era', 'fierc', 'competit', 'enterpris', 'longer', 'satisfi', 'busi', 'inform', 'requir', 'busi', 'intellig', 'increas', 'competit', 'pressur', 'desir', 'leverag', 'inform', 'technolog', 'techniqu', 'led', 'organ', 'explor', 'benefit', 'new', 'emerg', 'technolog', 'data', 'wareh', 'data', 'mine', 'paper', 'discuss', 'data', 'warehous', 'data', 'mine', 'tool', 'applic']","['data', 'mine', 'busi', 'intellig', 'competit', 'advantag', 'organ', 'transact', 'inform', 'competit', 'advantag', 'vi', 'vi', 'competitor', 'busi', 'excel', 'inform', 'technolog', 'tool', 'knowledg', 'process', 'provid', 'edg', 'organ', 'surviv', 'thrive', 'current', 'era', 'fierc', 'competit', 'longer', 'satisfi', 'busi', 'inform', 'requir', 'busi', 'intellig', 'competit', 'pressur', 'leverag', 'inform', 'technolog', 'techniqu', 'organ', 'benefit', 'new', 'technolog', 'data', 'data', 'paper', 'discuss', 'warehous', 'data', 'mine', 'tool', 'applic']","['mine', 'organ', 'busi', 'competit', 'intellig', 'knowledg', 'data', 'advantag', 'technolog', 'warehous', 'process', 'inform']","data mining business intelligence for competitive advantage organizations have lately realized that just processing transactions and or information faster and more efficiently no longer provides them with a competitive advantage vis a vis their competitors for achieving business excellence
information technology it tools that are oriented towards knowledge processing can provide the edge that organizations need to survive and thrive in the current era of fierce competition
enterprises are no longer satisfied with business information system s they require business intelligence system s
the increasing competitive pressures and the desire to leverage information technology techniques have led many organizations to explore the benefits of new emerging technology data warehousing and data mining
the paper discusses data warehouses and data mining tools and applications"
421,156,"['use', 'extend', 'logic', 'program', 'alarm', 'correl', 'cellular', 'phone', 'network', 'alarm', 'correl', 'necess', 'larg', 'mobil', 'phone', 'network', 'alarm', 'burst', 'result', 'sever', 'failur', 'overload', 'network', 'oper', 'realiz', 'alarm', 'correl', 'cellular', 'phone', 'network', 'use', 'extend', 'logic', 'program', 'end', 'algorithm', 'solv', 'problem', 'model', 'mobil', 'phone', 'network', 'applic', 'detail', 'solut', 'specif', 'scenario']","['logic', 'program', 'alarm', 'correl', 'cellular', 'phone', 'network', 'correl', 'necess', 'larg', 'mobil', 'phone', 'network', 'burst', 'sever', 'failur', 'network', 'oper', 'alarm', 'correl', 'cellular', 'phone', 'network', 'extend', 'logic', 'end', 'algorithm', 'problem', 'model', 'mobil', 'phone', 'network', 'applic', 'solut', 'specif', 'scenario']","['logic', 'extend', 'network', 'network', 'cellular', 'larg', 'oper', 'program', 'fault', 'phone', 'alarm', 'mobil', 'diagnosi', 'correl']","using extended logic programming for alarm correlation in cellular phone networks alarm correlation is a necessity in large mobile phone networks where the alarm bursts resulting from severe failures would otherwise overload the network operators
we describe how to realize alarm correlation in cellular phone networks using extended logic programming
to this end we describe an algorithm and system solving the problem a model of a mobile phone network application and a detailed solution for a specific scenario"
422,1925,"['accuraci', 'polynomi', 'interpol', 'hilbert', 'space', 'disturb', 'nodal', 'valu', 'oper', 'interpol', 'accuraci', 'polynomi', 'oper', 'hilbert', 'space', 'measur', 'estim', 'nodal', 'valu', 'oper', 'given', 'approxim']","['accuraci', 'polynomi', 'interpol', 'hilbert', 'space', 'nodal', 'valu', 'interpol', 'accuraci', 'polynomi', 'oper', 'space', 'measur', 'nodal', 'valu', 'oper']","['space', 'valu', 'oper', 'nodal', 'polynomi', 'disturb', 'hilbert', 'interpol']",on the accuracy of polynomial interpolation in hilbert space with disturbed nodal values of the operator the interpolation accuracy of polynomial operators in a hilbert space with a measure is estimated when nodal values of these operators are given approximately
423,1589,"['view', 'workflow', 'content', 'manag', 'intern', 'law', 'firm', 'linklat', 'instal', 'global', 'document', 'content', 'manag', 'access', 'client', 'help', 'onlin']","['view', 'content', 'manag', 'intern', 'law', 'firm', 'global', 'document', 'content', 'manag', 'access', 'client']","['content', 'manag', 'onlin', 'linklat', 'firm', 'document', 'intern', 'law']",view from the top workflow content management international law firm linklaters has installed a global document and content management system that is accessible to clients and which has helped it move online
424,1723,"['posit', 'product', 'better', 'bill', 'health', 'care', 'workflow', 'softwar', 'provid', 'right', 'commun', 'solut', 'hospit', 'specialist', 'deliv', 'unexpect', 'financi', 'boost']","['posit', 'product', 'bill', 'health', 'care', 'workflow', 'softwar', 'right', 'commun', 'solut', 'hospit', 'specialist', 'deliv', 'unexpect', 'financi', 'boost']","['san', 'gener', 'hospit', 'health', 'care', 'francisco', 'softwar', 'provat', 'md', 'workflow']",positive productivity better billing health care workflow software provides the right communication solution for hospital specialists and delivers an unexpected financial boost too
425,1736,"['wire', 'right', 'account', 'busi', 'intellig', 'wireless', 'network', 'servic', 'provid', 'need', 'know', 'speed', 'chang', 'landscap']","['right', 'account', 'busi', 'intellig', 'wireless', 'servic', 'provid', 'speed', 'landscap']","['provid', 'busi', 'servic', 'wireless', 'intellig', 'network', 'account']",wired right accounting from business intelligence to wireless networking to service providers here is what you need to know to keep up to speed with a changing landscape
426,1799,"['steadi', 'state', 'mean', 'squar', 'error', 'analysi', 'cross', 'correl', 'constant', 'modulu', 'algorithm', 'mimo', 'convolut', 'cross', 'correl', 'constant', 'modulu', 'algorithm', 'cma', 'proven', 'effect', 'approach', 'problem', 'joint', 'blind', 'equalis', 'sourc', 'separ', 'multi', 'input', 'multi', 'output', 'paper', 'steadi', 'state', 'mean', 'squar', 'error', 'perform', 'cma', 'nois', 'free', 'environ', 'studi', 'new', 'express', 'deriv', 'base', 'energi', 'preserv', 'approach', 'mai', 'say', '2000', 'simul', 'studi', 'undertaken', 'support', 'analysi']","['steadi', 'state', 'mean', 'error', 'analysi', 'cross', 'correl', 'constant', 'modulu', 'algorithm', 'convolut', 'cross', 'correl', 'constant', 'modulu', 'algorithm', 'cma', 'effect', 'approach', 'problem', 'joint', 'equalis', 'sourc', 'separ', 'multi', 'input', 'multi', 'output', 'paper', 'steadi', 'state', 'mean', 'error', 'perform', 'cma', 'free', 'environ', 'new', 'express', 'energi', 'preserv', 'approach', 'mai', 'simul', 'studi', 'support', 'analysi']","['energi', 'sourc', 'blind', 'multi', 'preserv', 'approach', 'convolut', 'output', 'squar', 'joint', 'environ', 'mean', 'constant', 'cc', 'algorithm', 'correl', 'state', 'separ', 'input', 'free', 'equalis', 'nois', 'mimo', 'modulu', 'analysi', 'cma', 'steadi', 'error', 'cross']","steady state mean square error analysis of the cross correlation and constant modulus algorithm in a mimo convolutive system the cross correlation and constant modulus algorithm cc cma has been proven to be an effective approach in the problem of joint blind equalisation and source separation in a multi input and multi output system
in the paper the steady state mean square error performance of cc cma in a noise free environment is studied and a new expression is derived based on the energy preservation approach of mai and sayed 2000
simulation studies are undertaken to support the analysis"
427,1543,"['risci', 'busi', 'risc', 'project', 'cornel', 'student', 'author', 'look', 'project', 'cornel', 'univers', 'student', 'enter', 'atmel', 'design', '2001', 'contest', 'cover', 'includ', 'vertic', 'plotter', 'bilin', 'electron', 'game', 'wireless', 'internet', 'pager', 'cook', 'coach', 'barbi', 'zip', 'drive', 'model', 'train', 'control']","['risci', 'busi', 'risc', 'project', 'student', 'project', 'univers', 'student', 'design', 'contest', 'vertic', 'plotter', 'bilin', 'electron', 'game', 'wireless', 'internet', 'pager', 'coach', 'barbi', 'zip', 'drive', 'model', 'train', 'control']","['contest', 'plotter', 'risc', 'wireless', '2001', ""'s"", 'atmel', 'model', 'logic', 'train', 'internet', 'drive', 'design', 'zip', 'control', 'cook', 'bilin', 'vertic', 'pager', 'coach', 'game', 'barbi', 'project', 'student', 'electron', 'cornel']","riscy business
part 1 risc projects by cornell students the author looks at several projects that cornell university students entered in the atmel design 2001 contest
those covered include a vertical plotter bilines an electronic game a wireless internet pager cooking coach barbie s zip drive and a model train controller"
428,1705,"['use', 'visual', 'search', 'knowledg', 'gather', 'imag', 'decis', 'support', 'paper', 'present', 'new', 'method', 'knowledg', 'gather', 'decis', 'support', 'imag', 'understand', 'base', 'inform', 'extract', 'dynam', 'saccad', 'eye', 'movement', 'framework', 'involv', 'construct', 'gener', 'imag', 'featur', 'extract', 'librari', 'featur', 'extractor', 'relev', 'visual', 'assess', 'domain', 'expert', 'determin', 'automat', 'factor', 'analysi', 'dynam', 'visual', 'search', 'analyz', 'use', 'markov', 'model', 'provid', 'train', 'inform', 'novic', 'look', 'imag', 'featur', 'valid', 'framework', 'evalu', 'clinic', 'scenario', 'pulmonari', 'vascular', 'distribut', 'comput', 'tomographi', 'imag', 'assess', 'experienc', 'radiologist', 'potenti', 'indic', 'heart', 'failur', 'perform', 'demonstr', 'train', 'novic', 'follow', 'visual', 'assess', 'behavior', 'experienc', 'observ', 'case', 'accuraci', 'student', 'improv', 'near', 'random', 'decis', 'make', 'accuraci', 'rang']","['use', 'visual', 'search', 'knowledg', 'gather', 'imag', 'decis', 'support', 'paper', 'new', 'method', 'decis', 'support', 'imag', 'inform', 'dynam', 'saccad', 'eye', 'movement', 'construct', 'gener', 'imag', 'featur', 'extract', 'librari', 'featur', 'extractor', 'visual', 'assess', 'domain', 'expert', 'factor', 'analysi', 'dynam', 'visual', 'search', 'markov', 'model', 'inform', 'novic', 'imag', 'featur', 'framework', 'clinic', 'scenario', 'pulmonari', 'vascular', 'distribut', 'tomographi', 'imag', 'experienc', 'radiologist', 'potenti', 'indic', 'heart', 'failur', 'perform', 'train', 'novic', 'visual', 'assess', 'behavior', 'observ', 'case', 'accuraci', 'student', 'random', 'decis', 'accuraci']","['imag', 'expert', 'diagnost', 'observ', 'failur', 'student', 'visual', 'eye', 'medic', 'inform', 'radiologist', 'featur', 'pulmonari', 'vascular', 'model', 'domain', 'imag', 'indic', 'experienc', 'movement', 'random', 'train', 'distribut', 'assess', 'decis', 'behavior', 'heart', 'saccad', 'markov', 'near', 'dynam', 'accuraci', 'make']","the use of visual search for knowledge gathering in image decision support this paper presents a new method of knowledge gathering for decision support in image understanding based on information extracted from the dynamics of saccadic eye movements
the framework involves the construction of a generic image feature extraction library from which the feature extractors that are most relevant to the visual assessment by domain experts are determined automatically through factor analysis
the dynamics of the visual search are analyzed by using the markov model for providing training information to novices on how and where to look for image features
the validity of the framework has been evaluated in a clinical scenario whereby the pulmonary vascular distribution on computed tomography images was assessed by experienced radiologists as a potential indicator of heart failure
the performance of the system has been demonstrated by training four novices to follow the visual assessment behavior of two experienced observers
in all cases the accuracy of the students improved from near random decision making 33 to accuracies ranging from 50 to 68"
429,1665,"['airlin', 'airport', 'recov', 'schedul', 'perturb', 'survey', 'explos', 'growth', 'air', 'traffic', 'widespread', 'adopt', 'oper', 'research', 'techniqu', 'airlin', 'schedul', 'given', 'rise', 'tight', 'flight', 'schedul', 'major', 'airport', 'undesir', 'consequ', 'minor', 'incid', 'delay', 'arriv', 'small', 'number', 'flight', 'result', 'chain', 'reaction', 'event', 'involv', 'flight', 'airport', 'caus', 'disrupt', 'paper', 'review', 'recent', 'literatur', 'area', 'recoveri', 'schedul', 'disrupt', 'review', 'disturb', 'given', 'airport', 'handl', 'includ', 'effect', 'runway', 'fix', 'studi', 'paper', 'recoveri', 'airlin', 'schedul', 'perturb', 'involv', 'adjust', 'flight', 'schedul', 'aircraft', 'crew', 'mathemat', 'program', 'techniqu', 'use', 'ground', 'hold', 'cover', 'conclud', 'review', 'suggest', 'singular', 'perturb', 'theori', 'play', 'role', 'analyz', 'disrupt', 'highli', 'sensit', 'schedul', 'civil', 'aviat', 'industri']","['airlin', 'airport', 'perturb', 'survey', 'explos', 'growth', 'air', 'traffic', 'widespread', 'adopt', 'oper', 'research', 'techniqu', 'airlin', 'rise', 'tight', 'flight', 'schedul', 'major', 'airport', 'undesir', 'consequ', 'minor', 'incid', 'delay', 'arriv', 'small', 'number', 'flight', 'chain', 'reaction', 'event', 'flight', 'airport', 'disrupt', 'paper', 'recent', 'literatur', 'area', 'recoveri', 'schedul', 'disrupt', 'disturb', 'effect', 'fix', 'studi', 'paper', 'recoveri', 'airlin', 'schedul', 'perturb', 'adjust', 'flight', 'schedul', 'aircraft', 'mathemat', 'program', 'techniqu', 'ground', 'conclud', 'review', 'suggest', 'singular', 'perturb', 'theori', 'play', 'role', 'disrupt', 'sensit', 'schedul', 'civil', 'aviat', 'industri']","['tight', 'mathemat', 'recoveri', 'runway', 'civil', 'ground', 'crew', 'perturb', 'oper', 'traffic', 'airlin', 'program', 'research', 'schedul', 'adjust', 'singular', 'aviat', 'aircraft', 'schedul', 'flight', 'air', 'disturb', 'airport', 'theori', 'industri', 'schedul', 'techniqu', 'manag', 'disrupt', 'hold', 'handl']","how airlines and airports recover from schedule perturbations a survey the explosive growth in air traffic as well as the widespread adoption of operations research techniques in airline scheduling has given rise to tight flight schedules at major airports
an undesirable consequence of this is that a minor incident such as a delay in the arrival of a small number of flights can result in a chain reaction of events involving several flights and airports causing disruption throughout the system
this paper reviews recent literature in the area of recovery from schedule disruptions
first we review how disturbances at a given airport could be handled including the effects of runways and fixes
then we study the papers on recovery from airline schedule perturbations which involve adjustments in flight schedules aircraft and crew
the mathematical programming techniques used in ground holding are covered in some detail
we conclude the review with suggestions on how singular perturbation theory could play a role in analyzing disruptions to such highly sensitive schedules as those in the civil aviation industry"
430,1507,"['ethnographi', 'custom', 'negoti', 'interact', 'airport', 'late', '1990', 'tightli', 'coordin', 'airlin', 'schedul', 'unravel', 'owe', 'massiv', 'delay', 'result', 'inclement', 'weather', 'overbook', 'flight', 'airlin', 'oper', 'difficulti', 'schedul', 'slip', 'delay', 'departur', 'late', 'arriv', 'led', 'systemwid', 'breakdown', 'custom', 'miss', 'connect', 'airlin', 'work', 'activ', 'fell', 'sync', 'offer', 'possibl', 'answer', 'emphas', 'need', 'consid', 'custom', 'particip', 'follow', 'human', 'center', 'comput', 'model', 'studi', 'appli', 'ethnograph', 'method', 'understand', 'airlin', 'domain', 'natur', 'airlin', 'delay', 'reveal', 'defici', 'airlin', 'product', 'model', 'oper', 'research', 'insight', 'led', 'shift', 'product', 'market', 'perspect', 'custom', 'particip', 'view', 'appear', 'obviou', 'reader', 'know', 'airlin', 'design', 'oper', 'technolog', 'model', 'product', 'market', 'view', 'human', 'center', 'analysi', 'use', 'ethnograph', 'method', 'gather', 'inform', 'offer', 'new', 'insight', 'airlin', 'delay', 'suggest', 'effect', 'way', 'improv', 'oper', 'reliabl']","['ethnographi', 'custom', 'interact', 'late', 'airlin', 'schedul', 'massiv', 'delay', 'inclement', 'weather', 'flight', 'airlin', 'oper', 'difficulti', 'schedul', 'delay', 'departur', 'late', 'arriv', 'breakdown', 'custom', 'connect', 'airlin', 'work', 'activ', 'possibl', 'answer', 'need', 'custom', 'particip', 'human', 'model', 'studi', 'ethnograph', 'method', 'airlin', 'domain', 'natur', 'airlin', 'delay', 'defici', 'airlin', 'product', 'model', 'oper', 'research', 'insight', 'shift', 'product', 'market', 'perspect', 'custom', 'particip', 'view', 'obviou', 'reader', 'airlin', 'design', 'oper', 'technolog', 'product', 'market', 'view', 'human', 'analysi', 'ethnograph', 'method', 'inform', 'new', 'insight', 'airlin', 'delay', 'effect', 'way', 'oper', 'reliabl']","['comput', 'view', 'trajectori', 'product', 'interact', 'human', 'custom', 'center', 'airlin', 'delay', 'ethnographi', 'negoti', 'particip', 'employe', 'model', 'reliabl', 'oper', 'airport']","ethnography customers and negotiated interactions at the airport in the late 1990s tightly coordinated airline schedules unraveled owing to massive delays resulting from inclement weather overbooked flights and airline operational difficulties
as schedules slipped the delayed departures and late arrivals led to systemwide breakdowns customers missed their connections and airline work activities fell further out of sync
in offering possible answers we emphasize the need to consider the customer as participant following the human centered computing model
our study applied ethnographic methods to understand the airline system domain and the nature of airline delays and it revealed the deficiencies of the airline production system model of operations
the research insights that led us to shift from a production and marketing system perspective to a customer as participant view might appear obvious to some readers
however we do know of any airline that designs its operations and technologies around any other model than the production and marketing system view
our human centered analysis used ethnographic methods to gather information offering new insight into airline delays and suggesting effective ways to improve operations reliability"
431,1819,"['structur', 'interpret', 'match', 'pole', 'zero', 'discretis', 'deal', 'match', 'pole', 'zero', 'discretis', 'use', 'practic', 'hand', 'calcul', 'digit', 'redesign', 'continu', 'time', 'system', 'avail', 'transfer', 'function', 'form', 'form', 'inconveni', 'characteris', 'time', 'domain', 'properti', 'sampl', 'data', 'loop', 'computeris', 'design', 'system', 'state', 'space', 'formul', 'develop', 'new', 'interpret', 'match', 'pole', 'zero', 'model', 'shown', 'structur', 'ident', 'hold', 'equival', 'discret', 'time', 'model', 'generalis', 'hold', 'take', 'integr', 'unifi', 'wide', 'use', 'discretis', 'approach', 'algorithm', 'obtain', 'generalis', 'hold', 'function', 'present', 'hold', 'equival', 'structur', 'match', 'pole', 'zero', 'model', 'clarifi', 'discret', 'time', 'properti', 'control', 'observ', 'preserv', 'loss', 'match', 'pole', 'zero', 'discretis', 'propos', 'formul', 'match', 'pole', 'zero', 'hold', 'equival', 'map', 'model', 'construct', 'singl', 'schemat', 'model']","['structur', 'interpret', 'pole', 'discretis', 'deal', 'pole', 'discretis', 'practic', 'hand', 'calcul', 'continu', 'time', 'system', 'avail', 'transfer', 'function', 'form', 'form', 'inconveni', 'time', 'domain', 'properti', 'data', 'loop', 'design', 'system', 'state', 'space', 'formul', 'new', 'interpret', 'pole', 'model', 'ident', 'hold', 'equival', 'discret', 'time', 'model', 'hold', 'integr', 'discretis', 'approach', 'hold', 'function', 'hold', 'equival', 'structur', 'pole', 'model', 'clarifi', 'discret', 'time', 'properti', 'observ', 'preserv', 'loss', 'pole', 'discretis', 'formul', 'pole', 'zero', 'equival', 'map', 'model', 'singl', 'schemat', 'model']","['formul', 'equival', 'digit', 'pole', 'discret', 'loop', 'zero', 'properti', 'simul', 'observ', 'discretis', 'close', 'interpret', 'continu', 'system', 'model', 'sampl', 'domain', 'state', 'match', 'loop', 'control', 'data', 'time', 'space', 'structur', 'hold']","structural interpretation of matched pole zero discretisation deals with matched pole zero discretisation which has been used in practice for hand calculations in the digital redesign of continuous time systems but available only in the transfer function form
since this form is inconvenient for characterising the time domain properties of sampled data loops and for computerising the design of such systems a state space formulation is developed
under the new interpretation the matched pole zero model is shown to be structurally identical to a hold equivalent discrete time model where the generalised hold takes integral part thus unifying the most widely used discretisation approaches
an algorithm for obtaining the generalised hold function is presented
the hold equivalent structure of the matched pole zero model clarifies several discrete time system properties such as controllability and observability and their preservation or loss with a matched pole zero discretisation
with the proposed formulation the matched pole zero hold equivalent and mapping models can now all be constructed with a single schematic model"
